id,salary_to
24420,33617.99470364963
15741,117376.9624628241
268,65325.07733906801
911,68687.4169460249
15341,81420.90611242875
29452,86221.07784107213
11598,125625.18175898242
19518,182270.56050409598
18729,159577.41431189753
32590,61248.09695331875
36148,147328.7617340377
11917,60010.816540003645
15331,151754.61303125354
17547,213465.39475232808
15808,347203.7662292347
8213,17859.410484997497
31608,120068.37655182714
35527,37741.43089084305
1807,45408.082498473304
21009,44486.05582117049
31464,39499.97903972048
31818,39035.32230308436
20497,43381.99111564622
25760,186938.85007458637
22041,155286.391705601
75,52944.45448964395
21135,79238.01236885997
24871,56906.32017508353
23288,39915.46308888913
16470,167234.56054778755
800,37774.655060420664
10343,203058.22473828186
330,263102.08174991945
9687,188893.95413897577
9289,193152.39686106026
11868,28952.25814942419
32642,67455.4760422966
15362,372074.5050488804
10883,72274.01664325004
30742,74852.01224221343
31672,37741.43089084305
32169,39217.96098426914
2277,284862.04672492045
18346,98810.91752441078
29207,36269.73279189434
3165,70680.91867163667
31175,93730.20908060927
35048,56101.152156919605
20753,43746.16989152893
23758,61876.99666335326
32300,178701.25057722314
26448,63089.65779301252
7305,148157.42470985532
25462,65191.19448367041
9747,109404.53551432627
12083,123678.21027313832
21539,84530.47330612544
24771,46850.890355084186
7330,37810.984049020306
12790,175280.37512606228
29633,436445.2244115063
14169,61957.58224791412
4772,38731.80283756143
25350,109992.35715271282
36270,41494.2762133485
22965,70302.25060735391
842,15758.262642863501
20387,55452.0500007031
12114,68414.93285231346
11192,75855.06422049181
15962,169850.59937440234
7510,42874.585858483195
12338,190115.14855206682
31636,85123.6867798048
30992,74281.21213819718
19024,215272.02077784017
18724,65708.7423204597
18649,285843.8581188755
34353,44594.29515913149
21890,43388.60824121521
3028,218407.0567502378
24523,38849.644519633526
36842,110718.43541675528
26194,131906.10603466525
14124,54231.70092527802
29149,80126.49092166612
36398,36112.6005552235
3155,63028.54794211228
24130,34340.81194659367
29187,32812.1050872395
19949,99575.11808074493
31900,57353.9678033818
29557,33313.681221278384
1911,37774.655060420664
1107,183433.58256982913
12013,176826.88530594058
26782,79296.16748097817
10735,44416.13820247221
3000,73024.46977532198
23765,62018.52687349031
21994,70502.90968603377
30934,62182.50637531225
21764,70759.13257103774
32851,73668.48133314097
17556,69262.6186267153
9648,244408.0012131928
2772,67510.26373830636
15388,175536.3834356843
19858,30452.196654640877
5377,40797.511343361526
13722,56146.19082879157
14832,67634.09555916689
19100,438414.9071981803
18486,209242.65664121002
12050,309580.07914458506
8193,85339.34520543301
4159,75091.61298914642
8735,35160.80893861234
30686,54080.481560603024
28194,38718.990499115826
36721,52563.733371032395
18959,132903.70443594296
15361,240070.99260866214
27214,40482.60134097747
10178,92793.89148856945
12681,169918.23312671814
30461,57336.923679185245
12358,167581.810518041
16930,36712.695187862366
24381,42729.92778221556
30054,656.7898601043651
3914,64596.934047660696
1912,39069.13544938579
28484,45858.90969689196
27054,54742.85063469999
1487,57048.661226265875
18846,161576.1189450496
36748,45346.610252589875
19594,38815.47485811085
3193,66072.84843730825
23936,74223.30968259396
3063,60053.68595459195
20949,78004.1039091756
27318,52323.40384046638
28191,26104.61599388666
24521,72179.90000084134
10579,189038.79888738674
18172,170442.80874796017
20960,86201.79268887709
14428,53050.77957260176
32485,69550.39128031043
14710,97420.53667281622
8440,246400.36709057906
17419,100093.13707432665
8141,123624.92056092336
19382,101628.91525329254
20794,94017.00143053131
18716,71610.6546462575
13530,173627.977998503
35857,92753.40118971885
34874,26406.13900145043
10710,29671.63108525921
1993,76142.17167765365
1707,35604.093585345436
21258,132467.10071714857
2992,79204.55222645227
31969,246861.0196452344
22068,97662.76547013763
22513,18028.572620933515
14454,262196.7427739037
928,68515.28599541073
17444,74011.30938326004
879,63445.00709976082
22984,60112.146587665055
7759,132542.75735648858
4903,56994.91845913558
35682,47738.55526120841
36078,93945.47835953016
29572,62682.2965706053
21595,62813.53248598212
36375,150962.61439797707
12564,22024.072407701708
20050,85959.74724316139
27774,73263.26307490405
28218,38417.84052801657
4405,37774.655060420664
7576,141978.24157046407
34863,35466.12473513097
29786,172466.00807006998
16300,113958.1755897077
8857,172938.78720752147
24333,85347.5556651075
23808,34340.81194659367
10035,44411.86535706069
22248,119586.54466398161
32410,110549.00464768459
23362,68010.25351020077
18422,99633.46958146276
2464,60280.84457327319
26909,82464.75673249636
2265,52563.774483972615
3168,55262.88099374447
1416,67878.24670255392
32314,40966.95295038481
8869,64712.84060860559
31076,144160.6298847947
4285,88939.46844115778
2624,101225.11831225124
4058,85351.62781210482
32604,133227.5944032332
28452,39375.329199376625
10601,56645.16094161713
36060,67875.80454994785
17998,327888.3100842074
35554,107651.51604179892
3419,117707.19630357213
22049,42479.50284928199
10994,100782.63684167781
35078,43484.99317464551
7794,127082.3858405565
5356,171880.48104544944
25062,48807.14211789983
13104,68546.2677243459
2189,54592.25552257067
36329,39717.55206358196
20945,48690.77190862659
19165,39152.43375539733
3938,75896.60682102088
8146,175905.54935037802
210,55910.730873353605
7335,64028.21964620017
30205,26426.98677195443
21434,48309.53136001432
959,55795.61890116026
32739,27392.310278950372
12505,159995.83947482452
33758,36313.56022940648
17542,94967.3689644477
20474,147347.89177873798
21844,44736.02643903012
14243,222536.77214476556
22570,44984.48122948395
7981,166184.64320634236
34334,57797.94846326653
3635,122186.52613981556
24753,36904.58021083877
35119,124076.82061561021
23343,219685.1581166789
7323,151997.65833794166
8897,80573.00963005588
22859,39328.237110032744
9960,315242.82355608285
10090,87587.22725136565
3568,86849.58814685894
22374,77946.16479101365
35883,37723.36921647751
13298,151406.7598717867
8413,183210.04405064328
32830,126229.83944952983
7924,73215.43057421924
25023,58505.894237014196
25190,182062.53642779886
8961,101871.4084290758
25067,70850.34374050055
4445,46919.09891842346
29023,81878.03228704252
4775,67472.67817704685
29524,53097.27306761935
30478,114088.65154376466
6972,28555.0053028866
2554,37774.655060420664
20872,77865.85315142815
953,37091.46234240791
18954,39052.97357253353
5653,39978.38978208219
15902,72558.57906902449
11699,85609.30170581029
6215,44366.93853525317
34879,68014.29641074676
10092,207209.79267549954
35388,52023.42773593327
16278,73455.99739297359
28480,42246.370276730624
27203,77191.60800331748
9790,169705.4571465619
12418,88337.28043506676
23089,63383.90008147756
5525,83469.94053317636
11147,164364.92356058225
7600,56363.329942508
25382,38423.399932372384
33515,58446.11568268876
19025,124067.9896385405
18925,39604.44956400558
16736,305544.4855377136
25070,83916.84243397355
35114,61897.71418749764
12029,103662.13626557407
1278,137181.33074019468
23330,78408.00299136195
22638,176298.24241639863
23372,80424.41846557285
26276,44818.25951095254
20244,37223.902396876496
33965,79818.49122026887
6350,353682.2168884547
6133,62969.2703179855
27449,41915.91615385284
23904,29805.073282831076
24553,67286.01131527933
24443,124842.74196984166
3286,42571.204403292984
15171,265173.61346821993
13874,136314.33341320802
23417,83767.52254628428
37145,46982.592600184675
30287,80579.81613005174
25405,57405.75917990464
4469,40124.7469651222
32178,135696.60210681922
22344,47916.807047837865
26837,196246.4562991904
10081,79972.96830430167
8590,171376.00867156553
25371,49338.812917003444
6046,64229.455842951174
21379,68412.15033688677
14526,49308.45150723344
4463,40255.263998100694
33960,31899.087215914355
14014,50102.73918606494
23656,65232.76420759565
34535,97619.92159304116
29274,74023.75639869626
34817,35205.581809033596
9351,60775.0466687817
20524,201602.4575618763
21714,36579.72779801615
25415,53870.03032171127
23135,51117.46368075878
7516,237292.94941930537
8500,39275.517823951515
18488,62359.35573026707
943,48989.07738188568
37077,117082.90688681403
28106,51988.6491407836
14190,37375.666211111755
15938,3857.5473614970183
10798,141336.0593192454
21401,77943.36041054236
18481,174368.18814076073
12272,179388.99021175614
17511,104381.119786454
30169,60903.3850500452
9792,143883.85495116294
10855,163002.09805666612
9100,108661.40365808968
1731,47447.53049487582
35791,116713.24650378781
24033,37733.490952707536
967,47346.95437663189
12233,198020.69457545862
2496,96269.71413910369
29044,174684.74672266835
32329,55617.76141456908
428,41013.889977286184
24629,56936.728281624455
23352,55451.572910402865
16207,111246.38434380552
36213,328288.37367064715
31056,51795.331017889526
24758,77848.68037863782
2213,123330.74211404636
28525,65578.9457859862
23716,77404.24170184294
11670,155952.9212302416
14273,123067.00361517098
18502,236342.91603614605
2980,64737.64690527353
32460,84834.35766304047
8238,93820.13201354929
28650,102226.27841688278
23937,97792.17483776802
37179,79395.0918834575
17074,55853.21076055714
16597,93087.13794363105
27726,215897.09572947744
8293,247500.75975384036
29144,46937.1944973172
18453,83404.81019735675
30484,110105.28768120415
26235,136424.30170344433
24287,171597.3214051042
30782,92353.94712039668
36541,225360.3497206318
28067,62244.93804781435
16549,146341.76380190195
1303,39743.406750334245
32312,60462.35764636546
29621,95092.98362822126
30093,55868.72137335335
28636,62701.22392567207
32753,86200.44423821631
34511,49924.43807788149
15631,240475.41917057784
1576,74032.09417489184
16780,163152.4812917112
25915,47870.8432170154
24890,133978.20167365717
29141,64133.323400422094
22144,75524.48610596146
27047,98393.68722752712
17431,59986.78925474645
22994,49982.06798391232
20129,74402.27349340843
16586,145094.0998500015
7070,180869.44088222866
17247,70398.37885954823
6039,43309.811301109854
15770,161243.20524463407
18106,85041.8329864426
14005,371463.5752080987
22196,51187.03919623519
1162,140044.07383280553
25505,122493.20791924644
16639,82304.62959179144
18398,43345.42849399368
30156,162763.09711796322
33543,78660.21691696647
13759,99968.26701692914
14712,40989.86971541538
18622,219080.30009469518
17278,164234.873682561
22093,73372.39214648618
29737,29793.97876409132
26974,64379.33764281785
29461,45726.78069761191
831,82442.05581416171
14675,214349.6192916002
24586,99970.76914618416
6316,57325.21999131423
12080,185951.88202552544
17220,69777.60587938591
14218,60060.685074077344
2532,40991.953693263604
22917,44818.25951095254
25238,51107.349306661505
33871,76798.47985821392
23101,44871.0831030557
11099,104974.5421383544
13,62080.988136643806
312,36088.486860345525
31158,48307.113149570265
32271,89480.43937594102
26787,72721.01449767129
26244,53182.31195216614
18576,46690.25990195092
12757,217967.7880374336
28499,51688.530334979005
3519,182924.95890404447
34172,46257.989844373704
26002,72569.53302578266
2323,75040.59118765421
28122,30565.54401249223
17462,160497.69088536658
9172,104670.86074310768
2830,9766.675253358148
36945,55051.01473855782
13702,48304.090556737356
23427,72483.25158243517
10087,51253.70270122082
36023,80978.49199251582
22697,73285.09882468448
14942,42625.480160152736
7094,197083.24760235482
27919,58543.33839146038
28792,99322.47495680091
32847,170181.31712073405
21661,78826.87821916801
26173,41734.19225062132
14828,50550.492109939325
30102,18493.991828723883
4082,161216.72285233083
33720,154379.21123917852
22939,44818.25951095254
14510,28300.351647105337
18521,139739.78526086075
29067,35089.4060213757
37241,60843.58384572578
34136,37741.43089084305
16093,126713.06368406481
9026,77281.982929297
30302,199700.3558334886
3265,44035.87574864022
24655,93702.0617148767
29581,36641.12118700779
2290,168151.24698946264
24109,42202.54475182792
24513,65561.66238285082
33578,167937.00576258526
24743,140832.4243847574
13834,127564.68310616052
30828,47360.732508427405
22034,107862.3908181086
36302,54401.72184503263
4410,37741.43089084305
2442,47398.64304828303
18911,66889.7361005574
21393,66335.79690007477
25429,126885.63092805259
19686,180482.09321904753
20570,84871.05909399975
33594,83304.40817704663
1786,30000.437178350156
24092,78305.40857506795
31549,46358.57329678493
27593,46840.04480832295
34306,67392.19307622405
1427,48534.499329605365
2445,78710.37527849113
4913,132221.0493833813
31614,42220.76958817382
19677,51888.998134648034
5989,56301.028502992755
532,63768.033688705895
27888,82593.728728026
6663,25800.925247147632
32777,45963.04704723873
29399,91891.7921093441
31965,125826.2805935162
37129,47509.58396389495
11451,102572.27546015511
2133,43130.57829665003
17697,218238.68536258143
2874,80479.91916907053
30567,165617.59172490903
27088,82744.06270198265
27819,38673.43958450678
6887,128234.73102653422
26022,111150.01705137173
25265,45145.56340709901
12947,93576.96695488592
5874,40670.866351752986
26606,60942.69727929682
16987,78986.72585668658
15278,89764.33803350333
14929,76914.67955335716
7686,355551.3744671809
32717,40039.160807351764
15209,52181.21947859048
3735,45240.9678525324
13236,257063.2851535745
27674,126363.29573113132
13179,185850.39053748728
13583,102744.18600027575
8274,300268.65793889744
19391,118097.64622935845
25603,130525.01676899004
30226,91443.1066422128
30301,152796.4017535339
1395,78923.11832038822
25118,196759.18395941105
21361,85431.97560216981
8825,174932.08594824636
7893,42839.623616314435
2207,69718.57874057665
33666,163073.5096134051
37012,86937.73771880017
37083,63772.97164451006
29668,55062.68479110374
18206,294947.786713757
17115,347364.2992777667
23604,166789.11610843323
9568,229310.8642240132
2847,46201.87121333181
35712,129435.48418931477
3455,56485.00285763841
8761,47005.16105372662
31804,137612.80492930746
10468,31072.41636839847
29005,29152.45059582344
12335,301920.9389332152
19936,66600.88573814342
26513,104468.75851964582
12292,50712.42286223132
5908,49440.719859808065
35427,55263.35646059061
1337,84871.05909399975
26926,110267.91472679109
15031,46743.16931849722
6179,43480.02771302844
12250,58793.33399874428
18719,134047.59164979085
22501,149226.79953544677
25911,187708.2035101537
14040,55402.97458926207
25565,46202.051898532656
22216,40992.56287603079
16718,169151.3953303939
2383,37741.43089084305
14555,170266.39436936536
21614,107243.58389461075
31893,105848.98285402593
7743,52607.74261313031
25543,109656.23270891528
1640,51421.0230787726
30982,27870.11494427811
21338,56777.699780151066
20626,32694.773731448535
28043,50319.83972228429
35621,48829.3266542746
4178,45953.30558301033
24270,38849.644519633526
4890,70776.6789606139
9925,64472.46012461738
14363,262177.8762600844
34443,186228.7204285461
5865,32671.536734256148
13287,101208.88902299697
35311,129182.83741775101
29478,46591.72629622654
33968,41288.63391280264
22968,57129.52680379403
15742,186035.5305433257
25665,63321.96041688041
34050,41505.929160610125
19429,119331.65301942252
7640,367516.47763612913
20783,59224.456896377655
16675,53609.511744902025
12033,51403.00805648184
2266,43211.98950676048
11131,233800.859651689
19161,124919.5155002012
